Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
24,024-000005670,834,Department of Homeland Security(24),TSA - Air Cargo Security,70,FAS 3.9,"This release deploys additional reporting templates, enabling air carriers to report screening data into FAS/CRT.  It also includes several bug fixes.",2011-06-06T00:00:00Z,2011-11-14T00:00:00Z,161,2011-11-14T00:00:00Z,161,2011-11-14T00:00:00Z,0.496,0.323,0.355,30/03/2012,11:56:25,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,492,LAN R6.24,"Planning, Requirements, Design, Development, Test and deploy.",2012-02-01T00:00:00Z,2012-10-12T00:00:00Z,253,,,,0.35,0.35,0.35,24/08/2012,5:57:05,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,493,LAN R6.25,"Planning, Requirements, Design, Development, Test and deploy.",2012-04-30T00:00:00Z,2013-02-25T00:00:00Z,301,,,,0.35,0.35,0.35,29/02/2012,11:10:14,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,486,CLAIMS 3 MFAS R1.7,"R1.17 Plannning, requirements, design, develop test and deploy.",2012-04-23T00:00:00Z,2012-07-09T00:00:00Z,77,,,,0.347,0.347,0.347,24/08/2012,5:57:05,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,485,CLAIMS 3 MF R3.15,R3.15 Planning Requirement design develop test and deploy.,2012-04-23T00:00:00Z,2012-07-09T00:00:00Z,77,,,,0.342,0.342,0.342,24/08/2012,5:57:05,
24,024-000005670,834,Department of Homeland Security(24),TSA - Air Cargo Security,69,FAS 4.1,This release is primarily a maintenance release.  It will fix bugs and usability issues.,2012-06-04T00:00:00Z,2012-09-17T00:00:00Z,105,2012-09-17T00:00:00Z,105,2012-08-15T00:00:00Z,0.574,0.574,0.333,22/08/2012,4:14:35,
24,024-000006074,194,Department of Homeland Security(24),USCG - Ports and Waterways Safety System - IT,152,INVS Recapitalization,Recapitalize Video Integrations System.,2010-02-12T00:00:00Z,2011-08-25T00:00:00Z,558,2011-08-25T00:00:00Z,558,2011-08-25T00:00:00Z,0.523,0.317,0.317,30/04/2012,10:29:58,
24,024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1227,R21 Western Rivers,"Deploy R21 WR system to Sectors Upper Mississippi, Lower Mississippi, and Ohio River Valley.",2011-04-07T00:00:00Z,2015-09-30T00:00:00Z,1637,,,,5.64,0.315,0.315,31/05/2012,12:47:13,
24,024-000009508,145,Department of Homeland Security(24),NPPD - National Cybersecurity Protection System (NCPS),32,NCPS Block 2.0,NCPS Intrusion Detection Capability.,2008-01-10T00:00:00Z,2012-06-30T00:00:00Z,1632,2011-12-31T00:00:00Z,1451,2012-06-30T00:00:00Z,97.69,0.77,0.3,24/07/2012,4:12:24,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,479,CLAIMS 3 FD258,FD258 scope analyze design test and deploy.,2011-11-10T00:00:00Z,2012-05-23T00:00:00Z,194,,,,0.305,0.3,0.3,31/10/2011,10:08:10,
24,024-000009520,146,Department of Homeland Security(24),NPPD - ISCP (Infrastructure Security Compliance) - CSAT,500,Ammonium Nitrate Analysis of IT Requirements FY11 Q4 close out,Fulfilling capability requirements of Ammonium Nitrate (AN) Public Law 110-161 Section 563 (2007). Development of preliminary Alternative Analysis and conceptual non-rule affected IT requirements to meet the drafted regulatory requirements. Close out FY11 milestone that was developed under FY12 prior methodology.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,0.286,0.286,0.259,29/02/2012,5:17:02,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,481,CLAIMS 3 CRISI R 4.9,"R 4.9 Planning, Design, Testing and deploy.",2011-11-10T00:00:00Z,2012-02-17T00:00:00Z,99,2012-02-17T00:00:00Z,99,2012-06-02T00:00:00Z,0.45,0.45,0.253,28/03/2012,5:07:32,
24,024-000005670,834,Department of Homeland Security(24),TSA - Air Cargo Security,65,FAS 3.10,This release will provide additional management reports and enhance the security audit log.,2011-01-09T00:00:00Z,2011-12-12T00:00:00Z,337,2011-12-12T00:00:00Z,337,2011-12-12T00:00:00Z,0.328,0.237,0.252,30/03/2012,11:56:25,
24,024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),144,Cognos 10 upgrade,This is a version upgrade of the primary CGBI software suite from Version 8 to Version 10. Preliminary introduction to the features of the new version have begun with IBM to identify SWOTs. Actual implementation is not scheduled to begin until after current initiatives are completed.,2011-04-16T00:00:00Z,2012-01-07T00:00:00Z,266,2012-01-07T00:00:00Z,266,2012-01-08T00:00:00Z,0.25,0.25,0.25,27/10/2011,4:36:46,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,477,CLAIMS 3 MF R.3.14,Rlease 3.14 iscope requirementsand design.,2011-11-10T00:00:00Z,2012-05-23T00:00:00Z,194,2012-05-23T00:00:00Z,194,2012-04-06T00:00:00Z,0.35,0.35,0.245,25/07/2012,7:57:04,
24,024-000003129,419,Department of Homeland Security(24),USCIS - Infrastructure (Enterprise),393,Telework Expansion (Citrix Enterprise Telework Project),Upgrade and expand the capacity (storage and user licenses) in the Citrix environment to support the Telework initiative.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,3.223,0.237,0.237,29/06/2012,3:55:37,
24,024-000005606,169,Department of Homeland Security(24),TSA - TSA Operating Platform (TOP),247,Enterprise Applications,Application and infrastructure operational support.,2011-01-07T00:00:00Z,2012-07-25T00:00:00Z,564,2012-07-24T00:00:00Z,563,2012-07-24T00:00:00Z,0.234,0.234,0.234,30/03/2012,3:10:22,
24,024-999994100,166,Department of Homeland Security(24),FEMA - Disaster Assistance Improvement Plan (DAIP),3151,Sustainment and Releases,"Provide and manage, functional integration,  corrective actions, security enhancements, version releases, and ad-hoc technical support.",2012-11-01T00:00:00Z,2013-08-28T00:00:00Z,299,2013-02-15T00:00:00Z,106,2013-02-15T00:00:00Z,0.194,0.181,0.218,21/08/2012,4:12:18,
24,024-000005605,172,Department of Homeland Security(24),TSA - Secure Flight,370,Maintenance Releases BY 11 Q4,"These releases are to address any problem requests (PR) or performance issues across the various Secure Flight environments.    These releases will also include any code revisions or additions necessary to support TTAC infrastructure releases, upgrades and technical refreshes.",2011-01-09T00:00:00Z,2011-09-30T00:00:00Z,263,2011-09-30T00:00:00Z,263,2011-09-30T00:00:00Z,0.204,0.204,0.204,27/10/2011,4:36:34,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,478,CLAIMS 3 MFAS R1.6,"Release 1.6 scope , plan design and deploy.",2011-11-10T00:00:00Z,2012-05-23T00:00:00Z,194,2012-05-23T00:00:00Z,194,2012-08-06T00:00:00Z,0.3,0.3,0.2,25/07/2012,7:57:04,
24,024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),146,Data Quality capability,Add tools to measure data quality.,2010-04-15T00:00:00Z,2012-04-30T00:00:00Z,746,2012-04-30T00:00:00Z,746,2012-04-30T00:00:00Z,0.2,0.2,0.2,29/05/2012,4:22:31,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,196,Release 8.5.0.1,DC Move and C&A.,2011-01-11T00:00:00Z,2012-06-30T00:00:00Z,535,,,,0.2,0.2,0.2,30/05/2012,4:19:11,
24,024-000001226,155,Department of Homeland Security(24),DHS - HR IT,297,NFC VPN,Implementation of additional VPN connectivity to improve information flow to NFC.,2011-10-24T00:00:00Z,2013-07-31T00:00:00Z,646,,,,0.179,0.179,0.179,28/02/2012,5:20:17,
24,024-000009102,134,Department of Homeland Security(24),A&O - Homeland Security Information Network (HSIN),292,Two Factor Authentication in Legacy,Establishing a Two factor Authentication for HSIN Legacy for acctive users.,2011-02-02T00:00:00Z,2011-09-30T00:00:00Z,239,2011-08-30T00:00:00Z,208,2011-08-30T00:00:00Z,0.313,0.313,0.155,24/02/2012,14:10:03,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,480,CLAIMS 3 ICMS R1.18,"R1.18 Scope Planning, requirements, design and deploy.",2011-11-14T00:00:00Z,2012-03-04T00:00:00Z,111,2012-03-04T00:00:00Z,111,2012-03-19T00:00:00Z,0.27,0.27,0.146,31/05/2012,12:19:20,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,484,CLAIMS 3 ICMS R1.19,"R1.19 Planning, Requirements, Design, Develop Test and Deploy.",2012-03-19T00:00:00Z,2012-07-17T00:00:00Z,119,2012-07-17T00:00:00Z,119,2012-05-14T00:00:00Z,0.287,0.287,0.136,26/06/2012,4:16:25,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,482,CLAIMS 3 FBASI R1.7,"R1.7 Planning, requirements, testing & deploy.",2012-03-01T00:00:00Z,2012-09-30T00:00:00Z,212,,,,0.449,0.449,0.131,24/08/2012,5:57:05,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,495,FBASEI R1.6-Development,Develop system changes based on design.,2011-07-18T00:00:00Z,2011-10-31T00:00:00Z,105,2011-10-31T00:00:00Z,105,2011-10-31T00:00:00Z,0.155,0.155,0.106,30/11/2011,8:51:43,
24,024-000009104,135,Department of Homeland Security(24),A&O - Common Operational Picture (COP),1645,DHS COP enhanced functionality capabilities,"Advanced Functionality Capabilities: Incident Management, Request For Information, Reporting, Auto-Ingest, Email Triage and visualization.",2011-12-15T00:00:00Z,2012-12-15T00:00:00Z,366,2012-01-15T00:00:00Z,31,2012-02-17T00:00:00Z,2.4,0.1,0.1,30/04/2012,9:25:20,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,195,CLAIMS 4 Security,Enhance and secure CLAIMS 4 Application.,2010-01-10T00:00:00Z,2012-09-30T00:00:00Z,993,2011-12-30T00:00:00Z,719,2012-03-16T00:00:00Z,0.1,0.1,0.1,30/04/2012,12:39:42,
24,024-000005651,177,Department of Homeland Security(24),TSA - FAMSNet (Common Operating Environment),2947,Security Updates,Monthly Security Updates.,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,272,,,,0.09,0.09,0.09,21/08/2012,4:12:28,
24,024-000005651,177,Department of Homeland Security(24),TSA - FAMSNet (Common Operating Environment),2948,Software Patches,Quarterly Software Patches.,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,272,2012-09-30T00:00:00Z,272,2012-09-30T00:00:00Z,0.09,0.09,0.09,27/07/2012,14:26:24,
24,024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),145,Predictive Analytics Capability,Add predictive Analytics capability to CGBI using Cognos SPSS.,2009-01-09T00:00:00Z,2012-06-15T00:00:00Z,1252,2012-06-15T00:00:00Z,1252,2012-07-05T00:00:00Z,0.25,0.25,0.089,29/05/2012,4:22:31,
24,024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),143,CGBI 3.0,"This is a study to capture requirements for the next iteration of CGBI's interface with a focus on senior leadership needs. Projected lifecycle cost includes percentages of estimated time for study utilizing eight FTEs (contract, MIL, CIV) over this time period.",2011-08-02T00:00:00Z,2012-03-31T00:00:00Z,242,2012-03-31T00:00:00Z,242,2012-01-27T00:00:00Z,0.159,0.159,0.07,24/07/2012,4:11:43,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,197,Lean Agile Release 8.5.1.0,"JIT IBIS, Ehancements and Early Filing.",2011-10-30T00:00:00Z,2011-12-18T00:00:00Z,49,2011-12-18T00:00:00Z,49,2011-12-18T00:00:00Z,0.075,0.075,0.066,23/12/2011,4:45:31,
24,024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),338,Redesigned EAD card,Create new EAD card design using laser marking print method and more security features to create a more tamper proof non-counterfeitable card.,2009-10-04T00:00:00Z,2012-02-28T00:00:00Z,877,2012-02-28T00:00:00Z,877,2011-10-24T00:00:00Z,0.063,0.063,0.063,30/04/2012,12:39:42,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,476,CLAIMS MF DC Migration Deploy,Deploy applicationin DHS DC.,2011-06-26T00:00:00Z,2011-12-12T00:00:00Z,169,2011-12-12T00:00:00Z,169,2011-06-11T00:00:00Z,0.1,0.1,0.045,30/11/2011,8:51:42,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,198,Lean Agile Release 8.5.2.0,"N-Forms Case Search, N-Forms Address Change, N400 Overseas Biometric Fees, Adjudicate N-Forms Cases without receiving evidence, Provide List for N-Forms, N-Forms Adjudication Modifications.",2011-11-21T00:00:00Z,2012-01-29T00:00:00Z,69,2012-01-15T00:00:00Z,55,2012-01-29T00:00:00Z,0.075,0.075,0.042,29/02/2012,5:18:24,
24,024-000003129,419,Department of Homeland Security(24),USCIS - Infrastructure (Enterprise),390,Video End-of-Life (EOL),Refresh Video Conferencing Systems that are no longer supported by the manufacturer.  This keeps the core video infrastructure current and supports the new core video upgrade project.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,11.03,0.033,0.033,29/02/2012,14:50:33,
24,024-000003129,419,Department of Homeland Security(24),USCIS - Infrastructure (Enterprise),391,Voice EOL,Refresh Voice Hardware and Software that is not longer supported by the manufacturer allowing OIT to keep infrastructure current with manufacturer's recommendations in order to provide continued maintenance and support.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,8.743,0.031,0.031,29/02/2012,14:50:33,
24,024-000001226,155,Department of Homeland Security(24),DHS - HR IT,296,HQ Survey Tool,Currently-used survey tool solution.,2010-07-06T00:00:00Z,2012-06-06T00:00:00Z,701,2012-06-06T00:00:00Z,701,2012-06-06T00:00:00Z,0.052,0.029,0.029,30/04/2012,4:43:00,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,494,ICMS R1.17 - Testing,R1.17 Testing & Deploy.,2011-08-19T00:00:00Z,2011-12-18T00:00:00Z,121,2011-09-19T00:00:00Z,31,2011-09-30T00:00:00Z,3.5,0.03,0.026,29/02/2012,11:10:14,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,199,Lean Agile Release 8.5.3.0, N600 Case Assignment.,2012-01-01T00:00:00Z,2012-02-25T00:00:00Z,55,2012-02-25T00:00:00Z,55,2012-02-25T00:00:00Z,0.075,0.075,0.026,28/03/2012,5:07:33,
24,024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,489,LAN R6.21 Testing & Deploy,Testing System Changes and Deploy system changes to user community.,2011-08-22T00:00:00Z,2011-12-09T00:00:00Z,109,2011-12-09T00:00:00Z,109,2011-12-09T00:00:00Z,0.03,0.03,0.025,31/10/2011,10:08:10,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,2944,Release 8.5.2.1,POE Codes Update.,2012-01-23T00:00:00Z,2012-02-25T00:00:00Z,33,2012-02-25T00:00:00Z,33,2012-02-25T00:00:00Z,0.016,0.016,0.022,28/03/2012,5:07:33,
24,024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,2945,Release 8.5.3.1,Dist. 23 zip code realingment.,2012-01-02T00:00:00Z,2012-11-03T00:00:00Z,306,2012-11-03T00:00:00Z,306,2012-11-03T00:00:00Z,0.02,0.02,0.021,30/04/2012,12:39:42,
24,024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),240,Scheduling software modernization,modernize the core scheduling software component of MSNS.,2012-01-03T00:00:00Z,2014-01-04T00:00:00Z,732,2012-01-05T00:00:00Z,2,2012-08-31T00:00:00Z,5,0.02,0.02,21/08/2012,4:12:10,
24,024-000003129,419,Department of Homeland Security(24),USCIS - Infrastructure (Enterprise),389,Windows 7 and Office 2010,Upgrade the USCIS desktop to Windows7 and Office 2010 as Windows XP is currently becoming incompatible with new workstations and laptops being purchased and deployed.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,5.32,0.013,0.013,29/06/2012,3:55:37,
24,024-000003129,419,Department of Homeland Security(24),USCIS - Infrastructure (Enterprise),392,Application & Network Monitoring,Implement end to end monitoring for improved performance of end user systems.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,12.6,0.008,0.008,29/06/2012,3:55:37,
25,025-000004570,669,Department of Housing and Urban Development(25),Mortgage Insurance,1117,FHA Transformation,"The FHA Transformation Initiative has procured a modern federal financial services platform, composed of commercially available products and services, for all of FHA's insurance programs - Single Family Housing, Multifamily Housing, and the Insured Health Care portfolio. The program will implement a case management business model that addresses the loan-lifecycle (e.g., initial data submission, endorsement, servicing) and risk analytics platform to better understand dynamic market trend.",2010-12-01T00:00:00Z,2016-09-30T00:00:00Z,2129,,,,51.5,47.103,47.103,28/02/2012,15:12:52,
25,025-000004440,741,Department of Housing and Urban Development(25),Enterprise Services - IT Modernization,2936,Enterprise Services - IT Modernization,"The Enterprise Services Initiative focuses on standardizing HUD's platforms, reducing the complexity of HUD's application landscape, providing a unified login and consistent identity for access to systems across the enterprise and provides change, configuration and release management capabilities that will facilitate a smooth transition of the design and implementation of changes to agency resources.",2011-03-15T00:00:00Z,2013-09-30T00:00:00Z,929,,,,29.5,29.5,29.5,28/02/2012,8:37:45,
25,025-000004580,856,Department of Housing and Urban Development(25),Voucher Management,1514,Next Generation Management (NGMS),"To-Be Phase of BPR for TBRA programs. Finalize BPR Recommended Phase, Define Requirements for Budget Formulation Service. Progressive Requirements Definition and development of Budget/Funding System modules. Automate forecasting of contract renewal and amendment needs for project based rental assistance portfolio. CY12- Implement prior month corrections, enhance data validation, and re-design update screens in VMS. BY13-Develop standardized data warehouse and business intelligence.",2010-03-15T00:00:00Z,2013-09-30T00:00:00Z,1294,,,,41.1,30.822917,29.140415,29/02/2012,8:29:25,
25,025-000004370,665,Department of Housing and Urban Development(25),Core Financial Services,1311,HIFMIP,"The HIFMIP initiative will result in A-100 HUD Integrated core financial system (ICFS); ICFS manage the flow of financial information across HUD's information systems, maintain compliance with JFMIP requirements, and supports the HUD's Enterprise Architecture. September 2010 this project entered into the Design/Exec Phase. With an 18 mth base period, HIFMIP will: Replace the functionality of HUDCAPS and PAS with ICFS. Migrate FHAs current system to the HIFMIP Shared Service Provider.",2010-09-27T00:00:00Z,2012-05-15T00:00:00Z,596,2012-03-26T00:00:00Z,546,2012-05-07T00:00:00Z,40.7,25.297873,25.297873,29/02/2012,8:28:51,
25,025-000004480,738,Department of Housing and Urban Development(25),Grants Management,1299,HEARTH Act Implementation Project / eGrants,"The HEARTH Act directs HUD to undertake a new approach to how HUD provides assistance, housing, and supportive services to homeless populations. A new, integrated approach encourages leveraging across regional geographies, grantees, and grant programs. HEARTH enhancements across several HUD grant management systems will improve customer service and grantee results and improve efficiency through new capabilities. Each system represents a segment of HUD's end-to-end grants management solution.",2010-11-15T00:00:00Z,2013-10-31T00:00:00Z,1081,,,,25.6,14.785835,14.877194,28/02/2012,7:33:18,
25,025-000004570,669,Department of Housing and Urban Development(25),Mortgage Insurance,2950,MultiFamily Housing Development and Automated Underwriting Solution,"Implementation of an industry specific, COTS automated underwriting solution that leverages the FHA Federal Financial Services Platform (FFSP).  It will enable HUD to manage the upfront risks of the MFH underwriting process effectively; adapt to changing market conditions with flexibility and agility; and effectively monitor and enforce lender performance.",2011-10-02T00:00:00Z,2013-07-31T00:00:00Z,668,2012-10-31T00:00:00Z,395,2012-10-31T00:00:00Z,7,6.45,6.45,29/02/2012,9:35:41,
25,025-000004310,747,Department of Housing and Urban Development(25),Acquisition Management,1088,HIAMS,"HIAMS supports the Federal-wide Integrated Acquisition Envirnoment (IAE) initiative by replacing HUD's legacy procurement applications with a COTS contract writing system that addresses HUD's contract requirements while integrating with public-domain and HUD internal Financial Managment Sytems, increasing accountability, accuracy and efficiency.",2008-08-09T00:00:00Z,2012-09-28T00:00:00Z,1511,,,,6.5,5.958696,5.958696,29/02/2012,9:05:29,
25,025-000004520,885,Department of Housing and Urban Development(25),Human Resources Automated Services,3165,Performance Management,To provide functionality that includes managing employee performance at the individual level and evaluating the overall effectiveness of the agency's employee development approach.  It will provide a comprehensive performance management approach to ensure agency employees are demonstrating competencies required of their work assignments.,2011-07-10T00:00:00Z,2013-02-06T00:00:00Z,577,,,,3.154476,2.563764,3.129192,18/07/2012,9:51:48,
25,025-000004320,857,Department of Housing and Urban Development(25),Analytical Services,1071,HUDSTAT,The HUDStat project will integrate data from across the agency and help to define and institutionalize new protocols for data management that promote a cross-program view of the agency and its work.,2010-05-24T00:00:00Z,2014-06-30T00:00:00Z,1498,,,,8.6,3,3,31/07/2012,13:02:09,
25,025-000004520,885,Department of Housing and Urban Development(25),Human Resources Automated Services,3163,Staff Acquisition,"To provide functionality that includes developing a staffing strategy and plan; establishing an applicant evaluation approach; announcing the vacancy, sourcing and evaluating candidates against the competency requirements for the position; initiating pre-employment activities; and hiring employees.",2011-07-10T00:00:00Z,2013-02-04T00:00:00Z,575,,,,3.021108,2.361209,2.995832,18/07/2012,9:51:48,
25,025-000004480,738,Department of Housing and Urban Development(25),Grants Management,1300,Grants Management - Automated Environment Review &amp; HOME Program Financial Controls,"Automate the paper-based Environmental review process for HUD funded construction. The current paper process is cumbersome to grantees and HUD staff and lacks accurate tracking of review status, number of reviews completed, and the environmental impact of HUD grantees. This project also enhances financial controls and reports for the HOME program, to lower risk of funding recapture due to idiosyncratic system rules, improve program compliance, and close several IG Audit findings.",2011-09-19T00:00:00Z,2012-05-30T00:00:00Z,254,,,,3,2.805258,2.805258,29/02/2012,8:29:03,
25,025-000004520,885,Department of Housing and Urban Development(25),Human Resources Automated Services,3181,Talent Management,"Capability to develop effective human capital management strategies to ensure HUD is able to recruit, select, develop, train, and manage a high-quality, productive workforce in accordance with merit system principles to ensure employees have the right competencies and skills for work assignments. Includes conducting development needs assessments; designing, administering and delivering development programs; and evaluating the overall effectiveness of the agency's development approach.",2012-03-22T00:00:00Z,2013-09-30T00:00:00Z,556,2012-09-30T00:00:00Z,191,2012-09-30T00:00:00Z,2.037212,2.03721,2.03721,18/07/2012,9:51:48,
25,025-000004520,885,Department of Housing and Urban Development(25),Human Resources Automated Services,3179,Case Management,"To provide functionality to include the monitoring, tracking and reporting of data that support; addressing employee misconduct; addressing employee performance problems; managing administrative grievances; providing reasonable accommodation; administering employees assistance programs; administrative third party proceedings; and determining candidate. Also, facilitates benefit programs that attract, retain and support current and former agency employees.",2012-03-22T00:00:00Z,2013-09-30T00:00:00Z,556,2012-09-30T00:00:00Z,191,2012-09-30T00:00:00Z,0.8005,0.8005,0.8005,18/07/2012,9:51:48,
25,025-000004480,738,Department of Housing and Urban Development(25),Grants Management,1301,Energy and Performance Information Center (EPIC),"This project allows HUD to collect, aggregate and report results of the substantial capital investments made through its public housing capital fund program, Operating Fund EPC program, and others. HUD would be able to collect information on the PHA/Tribal implementation of energy efficiency and water conservation measures. Implementation of the proposed automation features would ease the reporting burden on small PHAs and streamline HUD staff processing and approval of PHA/Tribal submissions.",2011-12-20T00:00:00Z,2013-04-25T00:00:00Z,491,2012-04-25T00:00:00Z,126,2012-04-25T00:00:00Z,2.4,0.671331,0.671331,28/02/2012,7:33:18,
25,025-000004520,885,Department of Housing and Urban Development(25),Human Resources Automated Services,3177,Separation Management,"To facilitate the efficient and effective employee separation programs that assist employees in transitioning to Federal and non-Federal employment; facilitate the reassignment or removal of unproductive, non-performing employees; and assist employees in transitioning to retirement from HUD.",2012-03-22T00:00:00Z,2013-09-30T00:00:00Z,556,2012-09-30T00:00:00Z,191,2012-09-30T00:00:00Z,0.4,0.4,0.4,18/07/2012,9:51:48,
26,026-000001501,37,National Aeronautics and Space Administration(26),NASA Earth Observing System Data Information System (EOSDIS),790,FY11 Continuing Science Operations,Science Operations reported on the IT Dashboard. Included to allow closeout of FY11 per OMB guidance.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,116.733,114.126,115.098,27/10/2011,11:08:31,
26,026-000005020,39,National Aeronautics and Space Administration(26),JSC DA Mission Control Center Systems (MCCS),739,FY11 O&M,"FY11 contractor maintenance, operations, sustaining, and modification engineering.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,98.23,89.8,95.179,27/03/2012,10:40:40,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1518,NISN FY11 O&M,NASA Integrated Services Network Steady State (Included to close out for FY11).,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,79.962,79.962,80.931,30/11/2011,14:04:55,
26,026-000001124,45,National Aeronautics and Space Administration(26),NASA High-End Computing Capability (HECC),792,FY11 O&M Activities,Maintenance activities reported on IT Dashboard.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-10-31T00:00:00Z,42.979,42.979,42.608,25/11/2011,10:51:12,
26,026-000000001,46,National Aeronautics and Space Administration(26),NASA IT Infrastructure,1515,NISN/MOVE,NASA Mission Operations Voice Enhancement (MOVE).,2004-08-09T00:00:00Z,2012-03-13T00:00:00Z,2773,2012-03-13T00:00:00Z,2773,2012-03-28T00:00:00Z,36.432,36.432,35.823,5/6/2012,6:04:17,
26,026-000005010,38,National Aeronautics and Space Administration(26),JSC DA Flight Operations User Applications (UA),738,FY11 O&M,"FY11 contractor maintenance, operations, sustaining, and modification engineering.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,26.7,26.7,26.6,27/03/2012,10:38:38,
26,026-000005030,40,National Aeronautics and Space Administration(26),JSC DA Space Station Training Facility (SSTF),786,FY11 O&M Activities,"FY11 contractor maintenance, operations, sustaining, and modification engineering.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,30.6,30.6,25.5,29/03/2012,5:51:03,
26,026-000001502,43,National Aeronautics and Space Administration(26),NASA Center for Climate Simulation (NCCS),789,FY11 O&M Activities,Maintenance Activities reported on IT Dashboard. Included to allow closeout of FY11 per OMB Guidance.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,21.201,21.201,21.201,27/10/2011,11:12:55,
26,026-000001001,42,National Aeronautics and Space Administration(26),MSFC - ED - Payload Operations and Integration Center (POIC),788,FY11 POIC O&M Activities,Maintenance Activities reported on IT Dashboard. Included to allow closeout of FY11 per OMB Guidance.,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,16.489,16.489,16.339,27/10/2011,9:35:03,
