Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Projected/Actual Cost ($ M),Updated Date,Updated Time,Column
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3141,iEHR Program Management,"The business and administrative planning, organizing, directing, coordinating, controlling, and approval actions designated to accomplish overall program objectives, which are not associated with specific hardware elements and are not included in systems engineering.",2012-04-18T00:00:00Z,2013-09-30T00:00:00Z,530,2013-09-30T00:00:00Z,530,2013-09-30T00:00:00Z,33.249,33.249,33.249,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3143,iEHR System Test and Evaluation,"The use of pilot, prototype, production, or specifically fabricated hardware/ software to obtain or validate engineering data on iEHR during the developmental phase of the program. It also includes all effort associated with the development of any specialized tools or data in support of the system level test program.",2012-04-18T00:00:00Z,2012-09-30T00:00:00Z,165,2012-09-30T00:00:00Z,165,2012-09-30T00:00:00Z,7.982,7.982,7.982,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3145,iEHR Operational/Site Activation,"The real estate, construction, conversion, utilities, and equipment to provide all facilities required to house, service, and launch prime mission equipment at the organizational and intermediate level.",2012-07-20T00:00:00Z,2013-07-19T00:00:00Z,364,,,,5.542,5.542,5.542,22/05/2012,12:30:35,
7,007-000004122,924,Department of Defense(7),Electronic Health Record Way Ahead,3147,Operations and Sustainment,"Operations and sustainment are all direct and indirect costs incurred in using the prime system-manpower, maintenance, and support-through the entire life cycle. Also included are sustaining engineering and other collateral activities.",2012-04-18T00:00:00Z,2012-09-30T00:00:00Z,165,2012-09-30T00:00:00Z,165,2012-09-30T00:00:00Z,2.862,2.862,2.862,22/05/2012,12:30:35,
7,007-000000688,1114,Department of Defense(7),DISTRIBUTED LEARNING SYSTEM,2599,The Distributed Learning System (DLS) Deployed Digital Training Campus (DDTC),"The Deployed Digital Training Campus (DDTC) project provides a means for the Army institutional training base to deliver distant learning (dL) training products and services to globally deployed forces consisting of 10 deployable electronic classrooms in FY12.  The DDTC primary role is to provide operationally deployed unit access to video teletraining (VTT), web-based training, collaboration and constructive simulations based training opportunities.  The DDTC's will deliver training via multimedia courseware enabling Soldiers to perform remote self-paced instruction or to participate in group training activities and events in a deployed global location. The DDTC project facilitates transformation of the Army institutional training base from a centralized resident training environment to a blended resident and distributed training environment thus providing a more flexible training philosophy while directly supporting the Army's current wartime training needs and ongoing force transition.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,7.876,7.876,7.876,19/01/2012,7:47:34,
7,007-000001640,1115,Department of Defense(7),RESERVE COMPONENT AUTOMATION SYSTEM,2657,Reserve Component Automation System (RCAS) Infrastructure Refresh.,"Provide technology refreshment (TR) of the Reserve Component Automation System''s enterprise components that include commercial off-the-shelf(COTS) information technology (IT) hardware and software fielded to Army National Guard and U.S. Army Reserve units. The TechnologyRefreshment project is based on a 5 year refresh cycle, refreshing 20% of the fielded infrastructure annually to avoid product end of life orobsolescence. The Technology Refreshment project provides for the effective and efficient periodic replacement of Commercial Off-The-Shelf (COTS)components, e.g., processors, displays, switches, routers, computer operating systems, commercially available software, etc as may be necessary acrossthe Enterprise to assure continued supportability of that system through an indefinite service life.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,41.248,41.248,41.248,9/1/2012,9:49:07,
7,007-000001640,1115,Department of Defense(7),RESERVE COMPONENT AUTOMATION SYSTEM,2658,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,"Provide RCAS lifecycle sustainment for a suite of 19 web-based, virtualized software applications used throughout the Army National Guard (ARNG)and the U.S. Army Reserve (USAR) for Mobilization Planning and Execution, Force Structure Management, Safety, and Personnel Managementinvolving approximately 2.5M souce lines of code. Also provides for sustainment and security of 31 external interfaces with other DoD/Army Systemsof record.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,41.487,41.487,41.487,7/3/2012,7:25:00,
7,007-000001667,1116,Department of Defense(7),Integrated Data Environment/Global Transportation Network Convergence,2659,Transportation Tracking Number (TTN),"TTN generates a unique, unclassified identifier in the classified force planning systems which can be used by the unclassified Service and Joint transportation domains to achieve end-to-end visibility of unit movements.",2009-01-06T00:00:00Z,2012-09-30T00:00:00Z,1362,2012-09-30T00:00:00Z,1362,2012-09-30T00:00:00Z,19.483,1.35,1.35,26/10/2011,9:10:25,
7,007-000005090,1118,Department of Defense(7),DLA Enterprise Business System,2693,DLA Enterprise Business System,"DLA's Enterprise Business Systems (EBS) is the initiative that used Commercial-Off-The-Shelf/Enterprise Resource Planning system as a technology enabler to reengineer its business practices. It incorporated commercial supply chain practices, creating process integration with customers & suppliers while re-shaping its internal structure to better focus on the needs of the warfighter. It is now serving as the IT architecture/foundation for extending and enhancing the DLA enterprise, in response to new business requirements, such asBase Realignment And Closure, resulting in a single integrated enterprise business system for logistics.",2000-09-30T00:00:00Z,2017-07-07T00:00:00Z,6124,2012-09-30T00:00:00Z,4383,2012-09-30T00:00:00Z,1785.543,11.541,11.541,30/01/2012,13:41:19,
7,007-000006040,1119,Department of Defense(7),ARMY ACCESSIONS - INTEGRATED AUTOMATION ARCHITECTURE,2694,FY 12 tech refresh,annual technology refresh architecture components that are no longer supported by the vendor community.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,7.641,7.641,7.641,30/01/2012,13:41:19,
7,007-000006430,1120,Department of Defense(7),KNOWLEDGE MANAGEMENT,2708,AKO Technology Replacement,"Army Knowledge Online (AKO), as the Army''s Enterprise Portal, is the centerpiece of the Army's Knowledge Management strategy, providing 2.3 million plus users (soldiers, civilians and contractors)with access to vital applications, knowledge and services.  AKO provides enterprise-level services to its customer to include user authentication, e-mail, video messaging, web-based collaboration, file storage, and instant messenger.  AKO''s life cycle management plan projects a 20% technology replacement annually and an annual supplement of the storage capacity.  The technology refresh scheduled for this OPA requirement replaces aging Cisco network equipment to include switches, routers and firewalls in both the primary and secondary data centers and on both NIPRNET and SIPRNET.  Much of the AKO Cisco network equipment has aged to the point where it is no longer supported by the vendor.  Hardware failure will cause AKO services to go offline for days, denying users and organizations access to Army applications as well as access to their files and other information until suitable replacement equipment can be procured. These Cisco devices also include firewall devices to meet information assurance requirements. Without the technology refresh of these firewalls, security deficiencies cannot be remediated and the Army LandWarNet is exposed to risk. The storage supplement requirement adds storage capacity, backup capacity and replication capacity to our existing storage services.  Demand for AKO collaboration services continues to grow annually requiring an increase in  storage capacity (raw storage capacity, backup capacity, and data replication capacity).  Also, must maintain the AKO services Continuation of Operations (COOP) systems.",2011-03-10T00:00:00Z,2012-09-30T00:00:00Z,569,,,,416.098,12.689,12.689,26/10/2011,9:10:51,
7,007-000001699,1123,Department of Defense(7),SHIPBOARD MANAGEMENT INFORMATION SYSTEM,2660,SMIS FY12 Technology Refresh and Deployment,"This effort seeks to deploy SMIS technology updates for the maintenance of SMIS infrastructure on new and existing vessels.  MSC seeks to refresh the technology on approximately 1/5th of its fleet per year.  This includes hardware and software for SMIS components (along with related security, cryptographic and other communications elements) consisting of: Afloat U-LAN - The shipboard Afloat Unclassified Local Area Network (U-LAN) provides the base infrastructure for providing all IT functions. Afloat C-LAN - The shipboard Afloat Classified Local Area Network (C-LAN) is installed on specific ships requiring access to classified material and communications as part of their mission. Afloat Environment - The Afloat environment based on Windows servers and workstations.  PPTS - PC to PC Transfer System (PPTS) allows shipboard users to perform messaging services required for ship operations. ANOC -The Afloat Network Operations Center (ANOC) provides connectivity between land-based and shipboard systems.  Ships docked or at sea have network connectivity to the MSC enterprise, messaging services, NIPRNet, SIPRNet, and other networks by way of the ANOC. BEST - The Bandwidth Efficient Satellite Transport (BEST) system provides ships at sea with connectivity to the ANOC, and subsequently to all networks accessible by the ANOC.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,8.574,4.9,4.9,11/1/2012,8:35:34,
7,007-000000573,1124,Department of Defense(7),DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2628,Secure Hash Algorithm (SHA) 256 Infrastructure Upgrade,"Department of Defense Chief Information Officer (CIO) issued a memorandum on October 14, 2010 directing all DoD Componetns to develop a plan to implement Secure Hash Algorithm (SHA-2) throughout their information systems infrastucture.  Various information systems (IS) such as the Defense Civilian Personnel Data System (DCPDS) rely on digital signatures that are electronically signed and validated using the SHA.  By using a private key that is paired with a public key, both generated using SHA, a file can be electronically signed and the signature verified by a recipient.  SHA is also used to provide assurance that file has not been altered, either intentionally or unintentionally, during transmission.  The current standard for that utility is know as SHA-1.    DoD has mandated that all DoD systems must use a new version fo SHA-2 no later than December 31, 2013.An initial evaluation of the DCPDS system identified several hardware and software items that will be affected by this security posture change.  As spelled out in the memo, software and hardware will need to be upgraded to meet the minimum SHA-256 requirement to keep DCPDS in compliant with all DoD rules, regulations and directives.  Specific hardware and software is required since they directly integrate with existing equipment and software currently in use.",2011-11-15T00:00:00Z,2013-05-31T00:00:00Z,562,,,,3.404,3.404,0,26/10/2011,9:01:27,
7,007-000000573,1124,Department of Defense(7),DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2629,DoD Demilitarized Zone Extension,"DMZ extension ensures the DCPDS Operation site enclaves are in compliance with the Internet to NIPRNET DoD DMZ functional requirements standard.  This is a continuation of effort oriented to place priority on the protection of private (i.e., accessible by the NIPRNet only) DoD systems against attacks from the Internet by establishing a DoD DMZ and ensure all Internet-facing servers are protected within either a centralized DoD DMZ or any agency developed DMZ Estension.",2011-11-05T00:00:00Z,2012-09-30T00:00:00Z,329,2012-10-09T00:00:00Z,338,2012-10-09T00:00:00Z,1.539,0.6,0.6,26/10/2011,9:01:27,
7,007-000001191,1126,Department of Defense(7),MEPCOM Integrated Resource System,2728,Technology refresh for FY12,"This effort involves the technology refresh of Electronic Fingerprint Capture Stations, USMIRS HQ and Military Entrance Processing Stations (MEPS) servers, Cisco 6500 network cards and applicant processing work stations.",2011-01-11T00:00:00Z,2012-12-31T00:00:00Z,720,,,,22.5,22.204,18.742,29/02/2012,9:10:31,
7,007-000001191,1126,Department of Defense(7),MEPCOM Integrated Resource System,2729,Technology refresh for FY13,The effort includes technology refresh for Applicant Processing hardware and software during FY13.,2012-09-30T00:00:00Z,2013-07-31T00:00:00Z,304,,,,1.5,0.35,0.35,29/02/2012,9:10:31,
